Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,tag
0.373,0.717,1,-5.833,0.083,0.0568,0,0.114,0.293,109.977,sad
0.56,0.815,8,-4.308,0.0788,0.118,0.000161,0.138,0.652,91.494,sad
0.602,0.874,7,-7.709,0.0617,0.0416,0.865,0.111,0.85,99.164,sad
0.552,0.555,6,-8.92,0.206,0.459,0.805,0.157,0.757,84.654,sad
0.784,0.523,8,-11.835,0.167,0.0541,0.792,0.118,0.394,109.965,sad
0.585,0.717,6,-6.171,0.0311,0.224,0.741,0.133,0.754,83.989,sad
0.719,0.794,8,-5.626,0.249,0.0393,0,0.109,0.302,119.998,sad
0.364,0.436,7,-18.522,0.135,0.706,0.189,0.102,0.391,84.965,sad
0.563,0.254,2,-13.891,0.0303,0.175,0.0107,0.0794,0.0737,110.966,sad
0.514,0.701,11,-5.672,0.0325,0.0184,0,0.346,0.354,140.961,sad
0.234,0.911,4,-6.463,0.0864,0.00322,0.708,0.161,0.458,152.447,sad
0.597,0.653,5,-8.462,0.0765,0.357,0.0679,0.104,0.416,85.298,sad
0.602,0.83,9,-5.972,0.0339,8.11E-05,0.55,0.225,0.526,137.027,sad
0.712,0.352,1,-13.807,0.0377,0.205,0.0418,0.0934,0.172,125.538,sad
0.472,0.577,11,-8.268,0.0289,0.00324,0.0234,0.156,0.117,141.978,sad
0.776,0.907,5,-8.758,0.0567,0.136,0.81,0.118,0.506,125.063,sad
0.596,0.728,7,-6.884,0.197,0.242,0,0.697,0.337,77.508,sad
0.549,0.316,7,-13.163,0.0327,0.665,0,0.276,0.256,122.999,sad
0.555,0.599,8,-8.183,0.027,0.00377,0.0968,0.16,0.147,149.079,sad
0.577,0.49,0,-14.495,0.0362,0.629,0.608,0.0737,0.52,141.814,sad
0.67,0.36,8,-10.054,0.339,0.188,0,0.0901,0.365,159.973,sad
0.74,0.531,4,-11.263,0.0314,0.00615,0.0748,0.102,0.433,123.004,sad
0.74,0.637,7,-7.721,0.271,0.78,3.67E-05,0.249,0.746,78.955,sad
0.403,0.168,0,-17.128,0.0279,0.869,0.0166,0.0646,0.0743,89.601,sad
0.647,0.822,5,-4.662,0.183,0.219,0,0.0908,0.962,160.019,happy
0.702,0.825,6,-3.787,0.0601,0.00883,0,0.0674,0.915,102.977,happy
0.666,0.83,0,-5.715,0.0751,0.0123,0,0.191,0.702,113.03,happy
0.836,0.743,10,-6.305,0.0653,0.0974,0,0.335,0.723,108.965,happy
0.768,0.714,10,-5.11,0.0401,0.352,0,0.15,0.842,131.443,happy
0.673,0.886,1,-4.44,0.0431,0.185,0,0.0826,0.795,97.012,happy
0.56,0.872,3,-4.269,0.14,0.0239,6.98E-06,0.371,0.682,126.05,happy
0.704,0.797,0,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994,happy
0.52,0.731,6,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,happy
0.621,0.82,10,-4.865,0.0367,0.332,0,0.104,0.452,144.905,happy
0.717,0.671,0,-5.077,0.0337,0.0018,2.54E-06,0.0921,0.699,110.054,happy
0.669,0.687,0,-4.753,0.043,0.152,1.60E-05,0.308,0.386,123.903,happy
0.717,0.73,9,-4.729,0.0568,0.383,0,0.398,0.792,102.002,happy
0.743,0.835,2,-4.655,0.029,0.25,0,0.0912,0.955,120.019,happy
0.628,0.698,6,-5.608,0.105,0.0472,0.00143,0.0907,0.732,89.976,happy
0.818,0.803,1,-4.282,0.0797,0.034,0,0.153,0.632,106.97,happy
0.95,0.891,2,-2.653,0.241,0.0645,1.77E-05,0.309,0.912,133.01,happy
0.774,0.753,4,-5.446,0.0517,0.152,0,0.0371,0.896,119.002,happy
0.746,0.765,6,-4.41,0.0993,0.0112,0,0.0936,0.737,114.044,happy
0.699,0.529,2,-7.548,0.0487,0.0317,3.59E-05,0.285,0.121,119.987,happy
0.807,0.887,9,-3.726,0.0503,0.0573,2.87E-06,0.124,0.961,134.052,happy
0.562,0.939,0,-4.282,0.0475,0.046,0,0.112,0.684,116.044,happy
0.512,0.662,3,-6.797,0.0439,0.0275,0,0.118,0.472,180.114,happy
0.448,0.838,4,-5.257,0.0557,0.21,0.000131,0.131,0.254,139.863,happy
0.81,0.636,1,-6.072,0.0487,0.303,0,0.131,0.687,101.966,happy
0.703,0.444,11,-9.331,0.0417,0.559,0,0.0973,0.712,150.96,happy
0.548,0.816,0,-4.209,0.0465,0.122,0,0.335,0.557,95.39,happy
0.733,0.67,5,-6.009,0.0751,0.121,0,0.121,0.472,100.964,happy
0.687,0.818,0,-4.221,0.0778,0.0112,0,0.248,0.886,125.952,happy
0.716,0.941,6,-6.206,0.073,0.0312,1.14E-05,0.707,0.884,125.04,happy
0.697,0.875,5,-4.621,0.034,0.137,0,0.28,0.774,140.069,happy
0.667,0.86,11,-5.569,0.0362,0.00191,0.013,0.0671,0.822,126.004,happy
0.526,0.818,3,-5.952,0.0358,0.0587,0,0.333,0.896,171.96,happy
0.668,0.618,6,-7.701,0.0457,0.106,0,0.117,0.53,94.977,happy
0.881,0.592,2,-4.898,0.0324,0.619,1.32E-05,0.0901,0.719,101.058,happy
0.756,0.697,8,-6.377,0.0401,0.182,0,0.333,0.956,94.996,happy
0.691,0.823,2,-4.197,0.0623,0.487,0,0.134,0.87,123.935,happy
0.686,0.834,1,-5.512,0.0653,0.00428,0.000366,0.125,0.575,124.008,happy
0.748,0.788,1,-7.055,0.0334,0.0591,0,0.0863,0.884,120.076,happy
0.767,0.481,0,-8.52,0.0803,0.234,0,0.269,0.761,150.076,happy
0.782,0.685,4,-6.237,0.0309,0.166,1.18E-05,0.16,0.603,118.016,happy
0.792,0.717,0,-4.759,0.0393,0.0927,3.59E-05,0.226,0.466,121.985,happy
0.73,0.699,10,-7.332,0.0434,0.0401,2.94E-06,0.129,0.624,122.968,happy
0.636,0.831,5,-3.945,0.182,0.0294,3.85E-06,0.272,0.668,175.015,happy
0.837,0.515,7,-4.065,0.0793,0.103,0,0.233,0.769,129.001,happy
0.853,0.647,7,-5.593,0.0706,0.114,0,0.134,0.692,115.087,happy
0.726,0.787,4,-2.494,0.0737,0.009,0,0.0596,0.888,124.99,happy
0.56,0.936,3,-5.835,0.0439,0.00847,0,0.161,0.371,112.96,happy
0.714,0.8,11,-4.808,0.0504,0.127,0,0.359,0.589,134.002,happy
0.794,0.793,11,-4.521,0.0842,0.0125,0,0.0952,0.677,123.941,happy
0.824,0.862,2,-3.424,0.126,0.0076,0.000132,0.303,0.801,122.98,happy
0.813,0.853,10,-4.756,0.163,0.138,0,0.0845,0.732,123.005,happy
0.694,0.712,7,-3.923,0.046,0.132,0,0.211,0.799,98.023,happy
0.743,0.752,4,-4.813,0.0414,0.0188,0,0.287,0.545,110.015,happy
0.693,0.678,8,-7.159,0.0324,0.0151,5.71E-06,0.101,0.404,103.952,happy
0.672,0.676,4,-7.304,0.0379,0.34,5.02E-06,0.155,0.381,123.014,happy
0.659,0.617,11,-5.862,0.0649,0.27,0,0.187,0.187,119.858,happy
0.729,0.836,8,-4.312,0.0462,0.156,3.27E-05,0.336,0.288,113.998,happy
0.56,0.959,7,-2.433,0.102,0.000722,0.000221,0.209,0.669,163.983,happy
0.487,0.9,0,-4.417,0.0482,6.79E-05,0,0.358,0.484,149.937,happy
0.652,0.698,10,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,happy
0.762,0.661,1,-6.075,0.0687,0.15,0,0.256,0.769,130.009,happy
0.769,0.479,1,-5.339,0.0385,0.66,0,0.0914,0.803,96.051,happy
0.714,0.451,5,-8.268,0.0276,0.0883,0,0.108,0.406,127.787,happy
0.578,0.866,1,-3.804,0.0619,0.00701,0,0.257,0.619,128.038,happy
0.541,0.829,4,-5.396,0.0434,0.00144,0.00194,0.257,0.775,169.932,happy
0.426,0.584,1,-5.293,0.296,0.0383,0,0.192,0.272,193.438,happy
0.783,0.58,7,-6.548,0.0408,0.0114,2.28E-06,0.108,0.66,120.021,happy
0.713,0.676,10,-5.483,0.027,0.0377,0,0.154,0.721,99.048,happy
0.656,0.832,5,-5.386,0.294,0.0529,0,0.4,0.742,125.915,happy
0.589,0.966,11,-4.106,0.0972,0.03,0,0.147,0.802,129.983,happy
0.627,0.703,0,-4.884,0.236,0.563,0,0.0962,0.64,81.897,happy
0.647,0.8,7,-5.384,0.165,0.0647,0,0.334,0.942,160.078,happy
0.767,0.758,11,-3.191,0.084,0.0368,0,0.0682,0.844,111.986,happy
0.628,0.676,7,-5.911,0.0916,0.00957,2.65E-05,0.121,0.75,85.984,happy
0.799,0.586,11,-6.735,0.0377,0.162,2.03E-06,0.193,0.549,120.97,happy
0.535,0.668,3,-7.25,0.102,0.0856,0,0.0676,0.416,119.836,happy
0.767,0.682,1,-5.02,0.042,0.0113,0.00016,0.104,0.833,127.975,happy
0.753,0.811,9,-5.897,0.0356,0.18,0.000157,0.147,0.625,123.022,happy
0.652,0.812,3,-3.797,0.0409,0.00125,3.01E-05,0.667,0.72,126.023,happy
0.638,0.832,8,-5.039,0.049,0.141,0,0.113,0.648,124.071,happy
0.652,0.877,1,-2.986,0.0465,0.0227,0,0.0789,0.486,118.491,happy
0.709,0.824,1,-8.824,0.0453,0.207,0.000307,0.0888,0.867,118.818,happy
0.641,0.676,9,-5.702,0.0458,0.0143,0.0201,0.407,0.495,124.173,happy
0.591,0.764,1,-5.484,0.0483,0.0383,0,0.103,0.478,169.928,happy
0.561,0.965,7,-3.673,0.0343,0.00383,7.07E-06,0.371,0.304,128.04,happy
0.714,0.874,1,-5.385,0.0998,0.0074,0.000196,0.383,0.581,126.028,happy
0.743,0.766,0,-6.375,0.0265,0.0873,0,0.509,0.61,127.96,happy
0.669,0.939,3,-3.209,0.161,0.192,0,0.295,0.53,129.014,happy
0.748,0.524,8,-5.599,0.0338,0.414,0,0.111,0.661,95.01,happy
0.751,0.783,4,-3.724,0.0859,0.00379,0,0.036,0.816,119.975,happy
0.67,0.848,4,-4.437,0.0501,0.0134,9.85E-06,0.332,0.373,124.019,happy
0.755,0.837,2,-2.718,0.142,0.0991,0,0.289,0.714,120.028,happy
0.773,0.758,1,-4.993,0.0381,0.0422,0,0.305,0.925,144.033,happy
0.736,0.786,2,-3.379,0.0401,0.0918,0,0.181,0.611,124.98,happy
0.72,0.791,1,-4.689,0.124,0.0384,0,0.157,0.756,102.071,happy
0.618,0.848,6,-4.329,0.0574,0.0028,0.000714,0.302,0.639,123.967,happy
0.663,0.857,2,-2.16,0.0544,0.0542,0,0.144,0.931,126.039,happy
0.673,0.902,2,-2.392,0.0346,0.0591,0.000262,0.0558,0.538,100.012,happy
0.587,0.711,0,-6.408,0.0876,0.0101,0.00621,0.221,0.303,123.95,happy
0.737,0.747,10,-4.818,0.0323,0.269,0,0.219,0.447,105.943,happy
0.67,0.743,10,-4.993,0.0393,0.237,0,0.465,0.571,125.944,happy
0.697,0.683,1,-2.881,0.117,0.0372,0,0.137,0.603,96.133,happy
0.623,0.641,10,-3.987,0.0462,0.0841,1.09E-06,0.06,0.735,185.888,happy
0.526,0.818,3,-5.952,0.0358,0.0587,0,0.333,0.896,171.96,happy
0.61,0.83,0,-4.105,0.0571,0.033,0,0.118,0.728,182.162,happy
0.745,0.681,7,-7.91,0.0361,0.0696,0,0.164,0.613,115,happy
0.588,0.701,9,-6.39,0.0402,0.00813,0,0.2,0.443,104.988,happy
0.81,0.788,10,-3.663,0.0447,0.267,0.000172,0.196,0.845,135.991,happy
0.751,0.661,9,-6.131,0.0871,0.124,0,0.456,0.761,120.052,happy
0.621,0.747,11,-5.084,0.0337,0.222,0.000194,0.147,0.426,124.015,happy
0.681,0.657,6,-4.671,0.0432,0.0748,0,0.353,0.628,130.089,happy
0.746,0.765,6,-4.41,0.0993,0.0112,0,0.0936,0.737,114.044,happy
0.758,0.598,0,-5.695,0.0868,0.16,0,0.295,0.658,149.836,happy
0.461,0.834,2,-4.868,0.0989,0.0232,1.14E-05,0.14,0.471,135.007,happy
0.838,0.525,10,-3.562,0.0665,0.345,1.92E-06,0.0771,0.884,144.981,happy
0.725,0.828,1,-4.484,0.0332,0.0247,0,0.0716,0.916,124.017,happy
0.759,0.54,9,-6.039,0.0287,0.037,0,0.0945,0.75,116.947,happy
0.651,0.617,8,-6.077,0.0309,0.179,0,0.113,0.591,121.977,happy
0.585,0.696,4,-5.6,0.0307,0.204,0,0.344,0.522,104.01,happy
0.759,0.459,8,-5.187,0.0948,0.00323,0,0.0788,0.695,109.997,happy
0.447,0.553,0,-4.817,0.0322,0.212,0,0.165,0.252,149.877,happy
0.795,0.616,1,-5.281,0.06,0.417,0,0.349,0.815,110.015,happy
0.73,0.558,8,-6.535,0.0786,0.0179,0,0.128,0.618,100.066,happy
0.77,0.882,8,-4.792,0.0602,0.194,0,0.316,0.385,99.991,happy
0.788,0.859,2,-2.724,0.0856,0.281,0,0.0424,0.822,141.02,happy
0.333,0.637,1,-4.904,0.0581,0.131,1.80E-05,0.149,0.132,139.898,happy
0.575,0.571,1,-7.906,0.0439,0.0558,0,0.0912,0.449,105.049,happy
0.603,0.649,11,-5.848,0.0476,0.0105,0,0.243,0.672,124.073,happy
0.705,0.824,2,-4.825,0.0347,0.18,0,0.0901,0.925,146.999,happy
0.637,0.69,1,-4.057,0.0405,0.00786,0,0.124,0.457,129.857,happy
0.654,0.787,4,-4.999,0.0502,0.00515,0,0.144,0.409,123.979,happy
0.686,0.83,8,-4.437,0.0369,0.0948,1.33E-06,0.182,0.486,123.032,happy
0.604,0.546,8,-5.691,0.151,0.0889,0,0.0734,0.402,179.847,happy
0.673,0.902,2,-2.392,0.0346,0.0591,0.000262,0.0558,0.538,100.012,happy
0.761,0.695,5,-4.048,0.0886,0.0783,0,0.14,0.69,118.004,happy
0.733,0.786,11,-7.494,0.0422,0.0931,0.0013,0.1,0.786,102.999,happy
0.735,0.694,11,-5.258,0.0387,0.00088,0,0.0582,0.777,121.46,happy
0.668,0.589,0,-6.978,0.1,0.289,0,0.279,0.813,91.053,happy
0.842,0.734,1,-5.065,0.0588,0.0427,0,0.106,0.952,137.958,happy
0.64,0.648,5,-8.113,0.187,0.124,0,0.0802,0.548,92.977,happy
0.686,0.538,2,-8.026,0.0345,0.181,3.13E-06,0.113,0.584,115.884,happy
0.499,0.898,8,-4.181,0.124,0.124,7.20E-06,0.0832,0.618,120.04,happy
0.652,0.897,7,-4.481,0.036,0.293,0,0.0722,0.475,114.033,happy
0.7,0.748,1,-6.044,0.0434,0.127,0,0.0941,0.631,111.939,happy
0.606,0.684,7,-7.486,0.0343,0.0208,0.000867,0.107,0.225,116.993,happy
0.462,0.745,0,-6.588,0.0699,0.0367,0,0.0795,0.254,100.042,happy
0.759,0.605,7,-7.737,0.0433,0.156,0,0.694,0.64,121.049,happy
0.585,0.835,5,-6.453,0.113,0.0687,0,0.275,0.93,164.988,happy
0.798,0.675,6,-5.041,0.0442,0.0912,0,0.0894,0.842,101.956,happy
0.699,0.529,2,-7.548,0.0487,0.0317,3.59E-05,0.285,0.121,119.987,happy
0.693,0.604,11,-5.279,0.0427,0.0668,0,0.114,0.651,75.014,happy
0.669,0.629,1,-5.018,0.0803,0.217,0,0.366,0.294,110.865,happy
0.669,0.801,8,-5.445,0.136,0.268,0,0.0594,0.541,109.919,happy
0.776,0.808,11,-4.501,0.117,0.0297,0.000127,0.103,0.494,123.988,happy
0.563,0.583,7,-7.302,0.031,0.00658,0,0.102,0.525,91.899,happy
0.682,0.72,11,-8.173,0.0381,0.326,0,0.148,0.673,117.003,happy
0.54,0.793,5,-4.379,0.0492,0.0744,0,0.354,0.4,112.219,happy
0.771,0.671,2,-5.617,0.0553,0.00929,0,0.0637,0.714,85.026,happy
0.558,0.877,10,-3.392,0.145,0.274,0,0.162,0.762,99.988,happy
0.646,0.761,1,-2.557,0.0385,0.0714,0,0.222,0.472,129.916,happy
0.643,0.585,2,-5.994,0.0369,0.225,0,0.0927,0.188,106.015,happy
0.697,0.875,5,-4.621,0.034,0.137,0,0.28,0.774,140.069,happy
0.783,0.762,6,-4.727,0.0507,0.158,6.56E-05,0.092,0.33,127.993,happy
0.595,0.784,1,-4.878,0.102,0.216,0,0.0608,0.479,124.111,happy
0.594,0.725,8,-7.225,0.0293,0.0375,1.06E-05,0.237,0.572,122.983,happy
0.743,0.529,7,-6.187,0.0505,0.128,0,0.181,0.438,102.048,happy
0.756,0.697,8,-6.377,0.0401,0.182,0,0.333,0.956,94.996,happy
0.617,0.756,3,-5.811,0.104,0.213,0,0.152,0.432,121.828,happy
0.569,0.85,4,-3.914,0.0369,0.0148,0,0.245,0.551,122.042,happy
0.673,0.729,6,-4.879,0.0496,0.083,0,0.1,0.675,122.023,happy
0.704,0.797,0,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994,happy
0.732,0.85,1,-5.999,0.0444,0.114,2.02E-06,0.0388,0.372,124.024,happy
0.702,0.759,0,-3.292,0.0381,0.16,0,0.062,0.761,123.999,happy
0.626,0.849,7,-3.662,0.123,0.0732,0,0.593,0.898,138.997,happy
0.729,0.786,10,-4.357,0.0389,0.117,0,0.265,0.729,131.906,happy
0.636,0.63,0,-6.396,0.0346,0.0796,0,0.13,0.454,104.845,happy
0.737,0.846,1,-4.51,0.22,0.00614,0,0.0486,0.546,87.981,happy
0.528,0.833,9,-6.19,0.0514,0.000414,1.23E-06,0.068,0.46,127.998,happy
0.733,0.886,2,-1.856,0.0426,0.0481,1.81E-06,0.191,0.696,126.031,happy
0.669,0.832,0,-5.721,0.0682,0.0106,0,0.0968,0.7,113.035,happy
0.852,0.698,9,-7.206,0.0629,0.00839,1.03E-06,0.0773,0.324,113.039,happy
0.648,0.641,7,-5.521,0.0389,0.00565,3.63E-06,0.109,0.505,184.021,happy
0.548,0.816,0,-4.209,0.0465,0.122,0,0.335,0.557,95.39,happy
0.59,0.81,1,-5.751,0.0319,0.0014,0,0.198,0.624,127.916,happy
0.799,0.419,6,-7.99,0.174,0.412,0,0.203,0.716,156.055,happy
0.476,0.594,5,-6.879,0.135,0.0599,0,0.0785,0.314,159.702,happy
0.846,0.434,5,-7.118,0.118,0.642,0,0.197,0.681,132.899,happy
0.394,0.718,7,-6.336,0.0607,0.706,0,0.116,0.247,151.912,happy
0.664,0.316,5,-10.345,0.519,0.298,2.03E-06,0.0812,0.541,92.875,happy
0.548,0.806,1,-7.249,0.0628,0.0448,0,0.126,0.749,189.996,happy
0.704,0.701,2,-5.442,0.0594,0.058,0,0.127,0.592,88.024,happy
0.795,0.48,3,-8.556,0.0688,0.243,0,0.271,0.723,149.919,happy
0.573,0.739,9,-5.455,0.0581,0.212,0,0.175,0.363,120.077,happy
0.592,0.749,6,-6.179,0.0294,0.000646,0.00114,0.166,0.819,127.033,happy
0.688,0.662,6,-5.57,0.0441,0.0971,1.34E-06,0.172,0.549,115.106,happy
0.521,0.877,7,-5.444,0.0683,0.0132,0.0806,0.0929,0.199,180.007,happy
0.287,0.473,5,-3.551,0.034,0.0858,4.40E-05,0.383,0.577,186.283,happy
0.673,0.704,6,-8.056,0.36,0.196,0,0.0898,0.372,86.919,happy
0.624,0.628,4,-6.582,0.0408,0.0112,0.0191,0.0814,0.772,114.556,happy
